geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL,subgroep,sample,sd
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,60% - 80%,c00_infant_mortality,9309,0.537107716526596,101.739286138807,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Totaal,Tweeoudergezin,80% - 100%,c00_infant_mortality,9308,0.365277180919639,179.710905590556,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,3864,0.802277432712215,36.5179503014946,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,3864,0.41407867494824,67.0470527358973,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,3861,0.518054259324816,90.9081524562487,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,3860,0.518134715025907,121.652615595994,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,3860,0.336787564766839,196.912155004659,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 20%,c00_infant_mortality,3452,0.724217844727694,44.590656481015,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 40%,c00_infant_mortality,3452,0.347624565469293,73.6011211268512,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 60%,c00_infant_mortality,3449,0.550876051544147,96.7609276719395,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 80%,c00_infant_mortality,3448,0.580046403712297,126.834180370974,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 100%,c00_infant_mortality,3448,0.319025522041763,202.167558960305,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,7172,0.808700501952036,22.0319312790037,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,7172,0.892359174567764,35.9592454108527,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,7172,0.808700501952036,52.254928471707,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,7168,0.627790178571429,76.601689716965,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,7168,0.390625,148.945359092618,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Tweeoudergezin,0% - 20%,c00_infant_mortality,5864,0.750341064120055,24.9434149607632,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Tweeoudergezin,20% - 40%,c00_infant_mortality,5860,0.819112627986348,40.9246501506432,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Tweeoudergezin,40% - 60%,c00_infant_mortality,5860,0.83617747440273,58.5139985539928,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Tweeoudergezin,60% - 80%,c00_infant_mortality,5860,0.597269624573379,83.5665858299699,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Totaal,Wel migratieachtergrond,Tweeoudergezin,80% - 100%,c00_infant_mortality,5860,0.290102389078498,158.287032815068,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Totaal,0% - 20%,c00_infant_mortality,5692,0.825720309205903,24.428301098922802,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Totaal,20% - 40%,c00_infant_mortality,5690,0.931378508390882,42.7805343504959,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Totaal,40% - 60%,c00_infant_mortality,5688,0.755977496483826,64.9189710613334,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Totaal,60% - 80%,c00_infant_mortality,5688,0.650492264416315,93.9582210258993,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Totaal,80% - 100%,c00_infant_mortality,5688,0.334036568213783,170.773491490772,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Tweeoudergezin,0% - 20%,c00_infant_mortality,4796,0.834028356964137,28.333449333282,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Tweeoudergezin,20% - 40%,c00_infant_mortality,4796,0.875729774812344,49.7493391033342,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Tweeoudergezin,40% - 60%,c00_infant_mortality,4796,0.604670558798999,72.582098421864,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Tweeoudergezin,60% - 80%,c00_infant_mortality,4793,0.646789687009625,101.478108238384,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Totaal,Tweeoudergezin,80% - 100%,c00_infant_mortality,4792,0.333889816360601,179.180756285731,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,3700,0.702702702702703,22.0725173523314,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,3700,1.05405405405405,36.1143762555277,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,3700,0.810810810810811,52.1363105542226,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,3698,0.757020007020007,76.435776621942,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,3696,0.45995670995671,148.065629395616,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Tweeoudergezin,0% - 20%,c00_infant_mortality,3020,0.76158940397351,25.0614712557538,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Tweeoudergezin,20% - 40%,c00_infant_mortality,3018,0.861410227132995,40.9559608153974,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Tweeoudergezin,40% - 60%,c00_infant_mortality,3016,0.961538461538461,58.4162635358528,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Tweeoudergezin,60% - 80%,c00_infant_mortality,3016,0.629973474801061,83.2889900376064,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Mannen,Wel migratieachtergrond,Tweeoudergezin,80% - 100%,c00_infant_mortality,3016,0.431034482758621,157.613261438478,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Totaal,0% - 20%,c00_infant_mortality,5344,0.823353293413174,24.3923139420693,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Totaal,20% - 40%,c00_infant_mortality,5344,0.748502994011976,42.8049059468763,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Totaal,40% - 60%,c00_infant_mortality,5344,0.486526946107784,65.0192989036691,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Totaal,60% - 80%,c00_infant_mortality,5343,0.467856421987486,94.4836683961274,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Totaal,80% - 100%,c00_infant_mortality,5340,0.355805243445693,172.161288130485,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Tweeoudergezin,0% - 20%,c00_infant_mortality,4516,0.730735163861825,28.206123449165,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Tweeoudergezin,20% - 40%,c00_infant_mortality,4516,0.775022143489814,49.8519654889921,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Tweeoudergezin,40% - 60%,c00_infant_mortality,4516,0.37643932683791,72.5043285345669,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Tweeoudergezin,60% - 80%,c00_infant_mortality,4516,0.420726306465899,102.02450353623,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Totaal,Tweeoudergezin,80% - 100%,c00_infant_mortality,4516,0.398582816651904,180.265383364442,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Wel migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,3472,0.921658986175115,21.9903963798684,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Wel migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,3472,0.720046082949309,35.7922188749066,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Wel migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,3472,0.806451612903226,52.3813435294426,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Wel migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,3472,0.48963133640553,76.7967878014377,Totaal,5,Zuigelingensterfte,NA,NA,NA
's-Gravenhage,Vrouwen,Wel migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,3470,0.316986377093532,149.933955418062,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Totaal,0% - 20%,c00_infant_mortality,13116,0.899664531869472,23.1611821707792,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Totaal,20% - 40%,c00_infant_mortality,13113,0.686329017779309,39.9762900025367,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Totaal,40% - 60%,c00_infant_mortality,13112,0.671140939597315,61.5020296441637,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Totaal,60% - 80%,c00_infant_mortality,13112,0.716900549115314,87.8023533974199,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Totaal,80% - 100%,c00_infant_mortality,13112,0.51098230628432,153.670563592769,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Eenoudergezin,0% - 20%,c00_infant_mortality,2752,0.508720930232558,16.8082057430059,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Eenoudergezin,20% - 40%,c00_infant_mortality,2752,0.90843023255814,25.6919371017901,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Eenoudergezin,40% - 60%,c00_infant_mortality,2752,0.799418604651163,31.2535475526056,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Eenoudergezin,60% - 80%,c00_infant_mortality,2752,0.508720930232558,42.7394045831898,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Eenoudergezin,80% - 100%,c00_infant_mortality,2748,0.436681222707424,79.9515663478139,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Tweeoudergezin,0% - 20%,c00_infant_mortality,10293,0.79664850846351,28.3777045986864,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Tweeoudergezin,20% - 40%,c00_infant_mortality,10292,0.621842207539837,50.76858116395,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Tweeoudergezin,40% - 60%,c00_infant_mortality,10292,0.680139914496697,71.9948637537723,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Tweeoudergezin,60% - 80%,c00_infant_mortality,10292,0.709288767975126,97.4208338346572,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Totaal,Tweeoudergezin,80% - 100%,c00_infant_mortality,10292,0.369218810726778,164.100414154711,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,4524,0.508399646330681,34.9761357417075,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,4523,0.641221254587138,64.823745333922,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,4520,0.597345132743363,87.4375638501972,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,4520,0.553097345132743,114.465328556255,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,4520,0.265486725663717,186.43116016923,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 20%,c00_infant_mortality,3989,0.526403860881241,43.7502400275889,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 40%,c00_infant_mortality,3988,0.702106318956871,71.9611481383086,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 60%,c00_infant_mortality,3988,0.476429287863591,93.0146744033244,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 80%,c00_infant_mortality,3988,0.551654964894684,119.554252432099,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 100%,c00_infant_mortality,3988,0.250752256770311,191.69548766555,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Totaal,0% - 20%,c00_infant_mortality,3672,0.898692810457516,20.7832908421988,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Totaal,20% - 40%,c00_infant_mortality,3672,0.844226579520697,35.0848656286416,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Totaal,40% - 60%,c00_infant_mortality,3671,0.653713563457614,55.031005897119,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Totaal,60% - 80%,c00_infant_mortality,3668,0.681570338058888,81.7891253236747,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Totaal,80% - 100%,c00_infant_mortality,3668,0.572519083969466,149.42840367445,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Tweeoudergezin,0% - 20%,c00_infant_mortality,2764,0.723589001447178,24.9885777969605,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Tweeoudergezin,20% - 40%,c00_infant_mortality,2764,0.832127351664255,46.000511260818,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Tweeoudergezin,40% - 60%,c00_infant_mortality,2760,0.688405797101449,67.0687497637899,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Tweeoudergezin,60% - 80%,c00_infant_mortality,2760,0.507246376811594,93.5042737756221,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Overig,Tweeoudergezin,80% - 100%,c00_infant_mortality,2760,0.543478260869565,162.362740671937,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,8592,0.977653631284916,21.0397901332175,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,8592,0.872905027932961,33.4061120249358,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,8592,0.74487895716946,49.2493459792877,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,8592,0.66340782122905,71.269085541536,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,8590,0.710103700195761,126.969293336676,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Eenoudergezin,0% - 20%,c00_infant_mortality,2236,0.581395348837209,16.2679567143969,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Eenoudergezin,20% - 40%,c00_infant_mortality,2236,0.983899821109123,25.1301206909293,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Eenoudergezin,40% - 60%,c00_infant_mortality,2236,0.849731663685152,30.3027853711877,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Eenoudergezin,60% - 80%,c00_infant_mortality,2236,0.670840787119857,40.243251696642,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Eenoudergezin,80% - 100%,c00_infant_mortality,2233,0.492430800007694,72.154834562624,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,0% - 20%,c00_infant_mortality,6304,0.87246192893401,24.9505004715027,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,20% - 40%,c00_infant_mortality,6304,0.555203045685279,41.2947743823704,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,40% - 60%,c00_infant_mortality,6304,0.729695431472081,59.2071723791609,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,60% - 80%,c00_infant_mortality,6304,0.809010152284264,80.959362581091,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Totaal,Wel migratieachtergrond,Tweeoudergezin,80% - 100%,c00_infant_mortality,6304,0.634517766497462,138.361261374226,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Totaal,0% - 20%,c00_infant_mortality,6752,0.933056872037915,23.0921934790948,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Totaal,20% - 40%,c00_infant_mortality,6750,0.711067277789171,39.8000241862736,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Totaal,40% - 60%,c00_infant_mortality,6748,0.740960284528749,61.3705198675485,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Totaal,60% - 80%,c00_infant_mortality,6748,0.681683461766449,87.6637231323716,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Totaal,80% - 100%,c00_infant_mortality,6748,0.489033787788974,152.134981411803,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Tweeoudergezin,0% - 20%,c00_infant_mortality,5304,0.810708898944193,28.2482149117903,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Tweeoudergezin,20% - 40%,c00_infant_mortality,5304,0.52790346907994,50.6654538572293,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Tweeoudergezin,40% - 60%,c00_infant_mortality,5302,0.622428071373687,71.9392771190218,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Tweeoudergezin,60% - 80%,c00_infant_mortality,5300,0.641509433962264,97.1807183366834,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Totaal,Tweeoudergezin,80% - 100%,c00_infant_mortality,5300,0.39622641509434,162.401916842083,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Zonder migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,2320,0.646551724137931,34.679979773951,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Zonder migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,2320,0.689655172413793,64.6809532460284,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Zonder migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,2318,0.604192722291704,87.210250199936,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Zonder migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,2316,0.431778929188256,113.606797948763,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Zonder migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,2316,0.431778929188256,182.82842932704,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,4432,1.01534296028881,20.987017210844,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,4432,0.925090252707581,33.3115693378998,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,4432,0.609205776173285,49.2181677086482,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,4432,0.744584837545126,71.2946560021679,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Totaal,80% - 100%,c00_infant_mortality,4428,0.654923215898826,127.118515084803,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Tweeoudergezin,0% - 20%,c00_infant_mortality,3264,0.796568627450981,24.8612896120534,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Tweeoudergezin,20% - 40%,c00_infant_mortality,3264,0.582107843137255,41.208335013272,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Tweeoudergezin,40% - 60%,c00_infant_mortality,3264,0.551470588235294,59.1030209145549,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Tweeoudergezin,60% - 80%,c00_infant_mortality,3264,0.827205882352941,80.9482906674721,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Mannen,Wel migratieachtergrond,Tweeoudergezin,80% - 100%,c00_infant_mortality,3263,0.490271261878985,138.492738664317,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Totaal,0% - 20%,c00_infant_mortality,6364,0.848522941546197,23.2358314762947,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Totaal,20% - 40%,c00_infant_mortality,6364,0.659962287869265,40.1643611321742,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Totaal,40% - 60%,c00_infant_mortality,6364,0.628535512256443,61.6451344493939,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Totaal,60% - 80%,c00_infant_mortality,6364,0.73852922690132,87.956486163573,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Totaal,80% - 100%,c00_infant_mortality,6363,0.534314481221019,155.316197544923,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Tweeoudergezin,0% - 20%,c00_infant_mortality,4992,0.78125,28.5208494855096,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Tweeoudergezin,20% - 40%,c00_infant_mortality,4992,0.721153846153846,50.8994579252632,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Tweeoudergezin,40% - 60%,c00_infant_mortality,4991,0.741330475191742,72.0900200832645,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Tweeoudergezin,60% - 80%,c00_infant_mortality,4988,0.781876503608661,97.7166502660639,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Totaal,Tweeoudergezin,80% - 100%,c00_infant_mortality,4988,0.340817963111468,165.940630938076,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Overig,Totaal,0% - 20%,c00_infant_mortality,1776,0.731981981981982,21.0400034960434,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Overig,Totaal,20% - 40%,c00_infant_mortality,1776,0.844594594594595,35.6571652666722,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Overig,Totaal,40% - 60%,c00_infant_mortality,1774,0.845484310495597,55.2844598624399,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Overig,Totaal,60% - 80%,c00_infant_mortality,1772,0.677200902934537,81.947656008313,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Overig,Totaal,80% - 100%,c00_infant_mortality,1772,0.677200902934537,150.21334778133,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Wel migratieachtergrond,Totaal,0% - 20%,c00_infant_mortality,4162,0.937130532771743,21.1016334268849,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Wel migratieachtergrond,Totaal,20% - 40%,c00_infant_mortality,4160,0.817307692307692,33.5135424045739,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Wel migratieachtergrond,Totaal,40% - 60%,c00_infant_mortality,4160,0.889423076923077,49.2907481541146,Totaal,5,Zuigelingensterfte,NA,NA,NA
Rotterdam,Vrouwen,Wel migratieachtergrond,Totaal,60% - 80%,c00_infant_mortality,4160,0.576923076923077,71.2551187336624,Totaal,5,Zuigelingensterfte,NA,NA,NA
